workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
299,main,NA,control6,NA,0,7066,NA,7,M,Mark,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
299,main,ub,4,Janice,0,13032,some,8,M,William,"Danny solved some of the puzzles, and he did not solve all of them",confirm,C,Did Janice confirm that Danny solved some of the puzzles?,NA
299,main,NA,control5,NA,0,6347,NA,9,F,Dorothy,Madison had a baby,control,control,Did Madison have a baby?,NA
299,main,lb,2,Scott,0.48,17152,some,10,F,Helen,Josie failed at least some of the courses,discover,NonProj,Did Scott discover that Josie failed some of the courses?,NA
299,main,lb,9,Andrew,0,8143,or,11,F,Kimberly,Grace stole a laptop or a calculator or both,establish,NonProj,Did Andrew establish that Grace stole a laptop or a calculator?,NA
299,main,lb,12,Melissa,0.5,10696,or,12,M,David,Josh drank coffee or tea or both,know,NonProj,Does Melissa know that Josh drank coffee or tea?,NA
299,main,ub,8,Brian,1,10606,or,13,F,Susan,"Emily failed math or science, and she did not fail both",acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
299,main,ub,7,Kevin,0,13388,or,14,M,Christopher,"Isabella ate cake or pie, and she did not eat both",reveal,NonProj,Did Kevin reveal that Isabella ate cake or pie?,NA
299,main,ub,10,Tina,0,16696,or,15,F,Carol,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
299,main,lb,3,Justin,0.87,14820,some,16,F,Elizabeth,Emma stole at least some of the office supplies,hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
299,main,NA,control3,NA,0,5602,NA,17,M,George,Todd played football in high school,control,control,Did Todd play football in high school?,NA
299,main,lb,1,Patrick,0,4962,some,18,M,Paul,Mary ate at least some of the cupcakes,say,C,Did Patrick say that Mary ate some of the cupcakes?,NA
299,main,NA,control4,NA,0,3070,NA,19,M,Richard,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
299,main,ub,5,Barbara,0.92,18564,some,20,F,Donna,"Frank graded some of the math problems, and he did not grade all of them",inform_Sam,C,Did Barbara inform Sam that Frank graded some of the math problems?,NA
299,main,ub,6,Rachel,0.31,11946,some,21,M,Thomas,"Jackson drank some of the sodas, and he did not drink all of them",prove,C,Did Rachel prove that Jackson drank some of the sodas?,NA
119,main,NA,control2,NA,0.03,13556,NA,4,F,Ashley,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
119,main,ub,9,Andrew,0.03,24893,or,5,M,Steven,"Grace stole a laptop or a calculator, and she did not steal both",suggest,C,Did Andrew suggest that Grace stole a laptop or a calculator?,NA
119,main,lb,6,Rachel,0.98,14154,some,6,F,Dorothy,Jackson drank at least some of the sodas,prove,C,Did Rachel prove that Jackson drank some of the sodas?,NA
119,main,ub,8,Brian,0.04,27384,or,7,F,Jessica,"Emily failed math or science, and she did not fail both",think,NonProj,Does Brian think that Emily failed math or science?,NA
119,main,NA,control3,NA,0.02,5462,NA,8,F,Carol,Todd played football in high school,control,control,Did Todd play football in high school?,NA
119,main,NA,control4,NA,0.02,7418,NA,9,F,Kimberly,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
119,main,NA,control1,NA,0.02,6951,NA,10,M,Robert,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
119,main,ub,5,Barbara,0.03,11511,some,11,F,Karen,"Frank graded some of the math problems, and he did not grade all of them",confirm,C,Did Barbara confirm that Frank graded some of the math problems?,NA
119,main,ub,1,Patrick,0.01,10240,some,12,F,Lisa,"Mary ate some of the cupcakes, and she did not eat all of them",say,C,Did Patrick say that Mary ate some of the cupcakes?,NA
119,main,lb,3,Justin,0.98,11496,some,13,M,Matthew,Emma stole at least some of the office supplies,discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
119,main,NA,control6,NA,0.02,7030,NA,14,F,Susan,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
119,main,ub,2,Scott,0.98,8608,some,15,F,Michelle,"Josie failed some of the courses, and she did not fail all of them",know,NonProj,Does Scott know that Josie failed some of the courses?,NA
119,main,lb,11,Amanda,0.96,21287,or,16,F,Elizabeth,Tony graded the midterm or the final or both,inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,NA
119,main,ub,12,Melissa,0.01,10760,or,17,M,William,"Josh drank coffee or tea, and he did not drink both",acknowledge,C,Did Melissa acknowledge that Josh drank coffee or tea?,NA
119,main,lb,10,Tina,0.02,9720,or,18,M,Thomas,Jayden solved the crossword or the Rubik's cube or both,hear,C,Did Tina hear that Jayden solved the crossword or the Rubik's cube?,NA
119,main,lb,7,Kevin,0.98,15607,or,19,M,Christopher,Isabella ate cake or pie or both,establish,NonProj,Did Kevin establish that Isabella ate cake or pie?,NA
119,main,NA,control5,NA,0.02,6223,NA,20,M,David,Madison had a baby,control,control,Did Madison have a baby?,NA
119,main,lb,4,Janice,0.98,8688,some,21,F,Sarah,Danny solved at least some of the puzzles,reveal,NonProj,Did Janice reveal that Danny solved some of the puzzles?,NA
188,main,ub,7,Kevin,0.03,12851,or,4,F,Michelle,"Isabella ate cake or pie, and she did not eat both",acknowledge,C,Did Kevin acknowledge that Isabella ate cake or pie?,NA
188,main,NA,control1,NA,0,8921,NA,5,F,Jennifer,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
188,main,ub,1,Patrick,1,14113,some,6,M,James,"Mary ate some of the cupcakes, and she did not eat all of them",know,NonProj,Does Patrick know that Mary ate some of the cupcakes?,NA
188,main,ub,11,Amanda,1,25108,or,7,M,Mark,"Tony graded the midterm or the final, and he did not grade both",discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,NA
188,main,ub,2,Scott,1,11370,some,8,F,Karen,"Josie failed some of the courses, and she did not fail all of them",establish,NonProj,Did Scott establish that Josie failed some of the courses?,NA
188,main,lb,10,Tina,1,11782,or,9,M,Richard,Jayden solved the crossword or the Rubik's cube or both,reveal,NonProj,Did Tina reveal that Jayden solved the crossword or the Rubik's cube?,NA
188,main,NA,control3,NA,0,8690,NA,10,M,David,Todd played football in high school,control,control,Did Todd play football in high school?,NA
188,main,lb,4,Janice,0.49,11365,some,11,F,Margaret,Danny solved at least some of the puzzles,prove,C,Did Janice prove that Danny solved some of the puzzles?,NA
188,main,ub,8,Brian,0.05,10270,or,12,F,Carol,"Emily failed math or science, and she did not fail both",think,NonProj,Does Brian think that Emily failed math or science?,NA
188,main,ub,6,Rachel,0,15130,some,13,F,Jessica,"Jackson drank some of the sodas, and he did not drink all of them",suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,NA
188,main,NA,control4,NA,0,6503,NA,14,F,Linda,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
188,main,NA,control5,NA,0,5870,NA,15,M,Robert,Madison had a baby,control,control,Did Madison have a baby?,NA
188,main,lb,3,Justin,0.48,9150,some,16,F,Sarah,Emma stole at least some of the office supplies,confirm,C,Did Justin confirm that Emma stole some of the office supplies?,NA
188,main,lb,5,Barbara,0,8877,some,17,F,Elizabeth,Frank graded at least some of the math problems,say,C,Did Barbara say that Frank graded some of the math problems?,NA
188,main,NA,control6,NA,0,5271,NA,18,F,Susan,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
188,main,lb,12,Melissa,0.48,6094,or,19,M,Matthew,Josh drank coffee or tea or both,hear,C,Did Melissa hear that Josh drank coffee or tea?,NA
188,main,NA,control2,NA,0,5307,NA,20,M,Kenneth,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
188,main,lb,9,Andrew,0.99,13887,or,21,F,Helen,Grace stole a laptop or a calculator or both,inform_Sam,C,Did Andrew inform Sam that Grace stole a laptop or a calculator?,NA
232,main,NA,control3,NA,1,23913,NA,4,M,George,Todd played football in high school,control,control,Did Todd play football in high school?,NA
232,main,lb,8,Brian,0.34,9356,or,5,F,Helen,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,NA
232,main,ub,7,Kevin,0.39,10506,or,6,F,Jennifer,"Isabella ate cake or pie, and she did not eat both",hear,C,Did Kevin hear that Isabella ate cake or pie?,NA
232,main,NA,control1,NA,0.76,8622,NA,7,F,Susan,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
232,main,ub,10,Tina,0.23,11963,or,8,F,Elizabeth,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
232,main,NA,control6,NA,0.89,8578,NA,9,M,Christopher,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
232,main,lb,6,Rachel,0.63,10686,some,10,F,Nancy,Jackson drank at least some of the sodas,reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
232,main,ub,11,Amanda,0.37,8531,or,11,M,Matthew,"Tony graded the midterm or the final, and he did not grade both",acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
232,main,lb,2,Scott,0.22,14214,some,12,F,Karen,Josie failed at least some of the courses,know,NonProj,Does Scott know that Josie failed some of the courses?,NA
232,main,lb,9,Andrew,0.61,14230,or,13,F,Margaret,Grace stole a laptop or a calculator or both,discover,NonProj,Did Andrew discover that Grace stole a laptop or a calculator?,NA
232,main,ub,1,Patrick,0.75,8312,some,14,F,Sandra,"Mary ate some of the cupcakes, and she did not eat all of them",inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,NA
232,main,NA,control2,NA,0.89,6110,NA,15,M,David,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
232,main,NA,control5,NA,0.94,4555,NA,16,M,Paul,Madison had a baby,control,control,Did Madison have a baby?,NA
232,main,lb,3,Justin,0.39,8477,some,17,M,Kenneth,Emma stole at least some of the office supplies,think,NonProj,Does Justin think that Emma stole some of the office supplies?,NA
232,main,ub,4,Janice,0.56,11255,some,18,F,Michelle,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,NA
232,main,lb,12,Melissa,0.19,5802,or,19,M,Thomas,Josh drank coffee or tea or both,prove,C,Did Melissa prove that Josh drank coffee or tea?,NA
232,main,NA,control4,NA,0.61,5420,NA,20,F,Ashley,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
232,main,ub,5,Barbara,0.67,12852,some,21,M,William,"Frank graded some of the math problems, and he did not grade all of them",establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,NA
300,main,lb,8,Brian,0,25836,or,4,F,Dorothy,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,NA
300,main,NA,control4,NA,0.03,8521,NA,5,M,Kenneth,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
300,main,lb,12,Melissa,0.02,7793,or,6,M,Christopher,Josh drank coffee or tea or both,say,C,Did Melissa say that Josh drank coffee or tea?,NA
300,main,ub,10,Tina,0.03,15828,or,7,M,George,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
300,main,lb,5,Barbara,0.04,30854,some,8,F,Susan,Frank graded at least some of the math problems,know,NonProj,Does Barbara know that Frank graded some of the math problems?,NA
300,main,NA,control5,NA,0.03,5105,NA,9,F,Ashley,Madison had a baby,control,control,Did Madison have a baby?,NA
300,main,lb,4,Janice,0.03,6103,some,10,F,Lisa,Danny solved at least some of the puzzles,reveal,NonProj,Did Janice reveal that Danny solved some of the puzzles?,NA
300,main,ub,6,Rachel,0.03,30537,some,11,F,Donna,"Jackson drank some of the sodas, and he did not drink all of them",think,NonProj,Does Rachel think that Jackson drank some of the sodas?,NA
300,main,NA,control6,NA,0.04,4370,NA,12,M,James,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
300,main,ub,2,Scott,0.01,40821,some,13,F,Sandra,"Josie failed some of the courses, and she did not fail all of them",discover,NonProj,Did Scott discover that Josie failed some of the courses?,NA
300,main,NA,control2,NA,0.02,18577,NA,14,F,Betty,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
300,main,NA,control3,NA,0.04,4633,NA,15,F,Sarah,Todd played football in high school,control,control,Did Todd play football in high school?,NA
300,main,ub,7,Kevin,0.02,6976,or,16,F,Karen,"Isabella ate cake or pie, and she did not eat both",acknowledge,C,Did Kevin acknowledge that Isabella ate cake or pie?,NA
300,main,ub,3,Justin,0.04,4611,some,17,M,David,"Emma stole some of the office supplies, and she did not take all of them",prove,C,Did Justin prove that Emma stole some of the office supplies?,NA
300,main,lb,1,Patrick,0,2591,some,18,M,Steven,Mary ate at least some of the cupcakes,establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,NA
300,main,NA,control1,NA,0.01,3871,NA,19,M,Thomas,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
300,main,ub,11,Amanda,0.04,6242,or,20,M,Mark,"Tony graded the midterm or the final, and he did not grade both",hear,C,Did Amanda hear that Tony graded the midterm or the final?,NA
300,main,lb,9,Andrew,0.02,7273,or,21,F,Jessica,Grace stole a laptop or a calculator or both,inform_Sam,C,Did Andrew inform Sam that Grace stole a laptop or a calculator?,NA
47,main,NA,control2,NA,0.98,18822,NA,4,F,Lisa,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
47,main,lb,2,Scott,0.91,17929,some,5,F,Kimberly,Josie failed at least some of the courses,know,NonProj,Does Scott know that Josie failed some of the courses?,NA
47,main,NA,control6,NA,1,4119,NA,6,F,Jessica,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
47,main,lb,1,Patrick,1,11848,some,7,F,Sarah,Mary ate at least some of the cupcakes,establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,NA
47,main,lb,9,Andrew,0.96,12797,or,8,M,William,Grace stole a laptop or a calculator or both,say,C,Did Andrew say that Grace stole a laptop or a calculator?,NA
47,main,NA,control4,NA,0.99,2955,NA,9,F,Karen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
47,main,NA,control3,NA,1,4081,NA,10,F,Betty,Todd played football in high school,control,control,Did Todd play football in high school?,NA
47,main,NA,control5,NA,1,5068,NA,11,M,Thomas,Madison had a baby,control,control,Did Madison have a baby?,NA
47,main,ub,12,Melissa,0.97,12144,or,12,F,Elizabeth,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
47,main,ub,3,Justin,0.93,8764,some,13,M,Kenneth,"Emma stole some of the office supplies, and she did not take all of them",prove,C,Did Justin prove that Emma stole some of the office supplies?,NA
47,main,ub,10,Tina,0.95,7449,or,14,M,Steven,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",confirm,C,Did Tina confirm that Jayden solved the crossword or the Rubik's cube?,NA
47,main,ub,5,Barbara,0.79,8430,some,15,F,Susan,"Frank graded some of the math problems, and he did not grade all of them",hear,C,Did Barbara hear that Frank graded some of the math problems?,NA
47,main,lb,6,Rachel,0.95,5309,some,16,F,Margaret,Jackson drank at least some of the sodas,suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,NA
47,main,NA,control1,NA,1,3713,NA,17,F,Ashley,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
47,main,lb,8,Brian,0.16,10131,or,18,M,Matthew,Emily failed math or science or both,reveal,NonProj,Did Brian reveal that Emily failed math or science?,NA
47,main,lb,11,Amanda,0.13,9161,or,19,M,Robert,Tony graded the midterm or the final or both,acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,NA
